ingredient	name	page	notes
Juice (Pineapple)	Autumn Daiquiri	260	Pineapple Juice
Juice (Pineapple)	Meridian Daiquiri	263	Pineapple Juice
Juice (Watermelon)	Waterloo Sunset	161	Watermelon Juice
Juice (Watermelon)	In-Sandiary	184	Watermelon Juice
Juice (Watermelon)	Over And Out	254	Watermelon Juice
Kummel	Razzle-Dazzle Punch	241	Kümmel Liqueur
Leaf (Basil)	Rigadoon	160	Thai Basil Leaves
Leaf (Basil)	The Green Mile	172	Thai Basil Leaves
Leaf (Curry)	Banks Of Islay	197	Fresh Curry Leaves
Leaf (Curry)	Javanese Daiquiri	262	Fresh Curry Leaves
Leaf (Curry)	Linbaba Daiquiri	262	Fresh Curry Leaves
Leaf (Kaffir Lime)	The Commandant	155	Small Fresh Kaffir Lime Leaf
Leaf (Kaffir Lime)	Sunset Gun	161	Fresh Kaffir Lime Leaves
Leaf (Kaffir Lime)	East River Underground	234	Fresh Kaffir Lime Leaves
Leaf (Sage)	Pink Flag	159	Sage Leaves
Liqueur	Tenement Yard	161	Dolin Génépy Des Alpes Liqueur
Liqueur	Botany Of Desire	162	Élixir Combier
Liqueur	Joker’s Wild	211	Zoco Pacharán Navarro Liqueur
Liqueur	Trapeze	227	Royal Combier
Liqueur	Hallyday	256	Royal Combier Liqueur
Madeira	Jack Sparrow Flip	245	Sandeman Rainwater Madeira
Madeira	Pit Stop Flip	246	Sandeman Rainwater Madeira
Madeira	Navigator	268	Blandy’s 5-Year Malmsey Madeira
Maraschino/Cherry Liqueur	Aviation	139	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Brooklyn	140	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Charleston Cocktail	141	Maraska Maraschino Liqueur
Maraschino/Cherry Liqueur	Fancy-Free	142	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Last Word	144	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Martinez	145	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Pink Elephant	159	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Dick Brautigan	162	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Gonzalez	163	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Grand Street	163	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Imperial March	163	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Light And Day	165	Maraska Maraschino Liqueur
Maraschino/Cherry Liqueur	Lucino’s Delight	166	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Yeomen Warder	169	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Aka Cobbler	181	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Los Amargos	185	Maraska Maraschino Liqueur
Maraschino/Cherry Liqueur	Pete’s Word	202	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Carroll Gardens	205	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	St. Columbus Rill	208	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Mucho Picchu	213	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Martica	218	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Julien Sorel	224	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Live Free Or Die	224	Rothman & Winter Cherry Liqueur
Maraschino/Cherry Liqueur	Mig Royale	224	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Arrack Punch	232	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	La Fée Noir Punch	236	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Pisco Punch	239	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Chinese Fizz	245	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Electric Kool-Aid Acid Test	252	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Dai, Dai My Darling	261	Luxardo Maraschino Liqueur
Maraschino/Cherry Liqueur	Headstone	272	Mandarine Napoléon Liqueur
Mezcal	Mexi-Gin Martini	166	Del Maguey Crema De Mezcal
Mezcal	Cinder	182	Del Maguey Vida Mezcal
Mezcal	Espadin Queen	183	Del Maguey Vida Mezcal
Mezcal	Naked And Famous	185	Del Maguey Chichicapa Mezcal
Mezcal	Smoked Horchata	187	Del Maguey Crema De Mezcal
Mezcal	Southern Exposure	188	Los Amantes Joven Mezcal
Mezcal	Tommy And The Ron-Dels	188	Del Maguey Chichicapa Mezcal
Mezcal	Broken Oath	190	Sombra Mezcal
Mezcal	Hot Lips	192	Los Amantes Joven Mezcal
Mezcal	Last Train To Oaxaca	192	Los Amantes Joven Mezcal
Mezcal	Nitty-Gritty	192	Del Maguey Espadin Especial Mezcal
Mezcal	Perfect Crime	193	Sombra Mezcal
Mezcal	Saramago	193	Del Maguey Vida Mezcal
Mezcal	Shattered Glasser	194	Los Amantes Joven Mezcal
Mezcal	Spaghetti Western	194	Los Nahuales Mezcal
Mezcal	Terrible Love	195	Del Maguey Chichicapa Mezcal
Mezcal	Zihuatanejo Julep	244	Del Maguey Chichicapa Mezcal
Mezcal	Dj Flamethrower	249	Del Maguey Vida Mezcal
Mezcal	Jalisco Swizzle	250	Del Maguey Vida Mezcal
Mezcal	Mañanita	259	Sombra Mezcal
Mezcal	Jovencourt Daiquiri	262	Del Maguey Vida Mezcal
Mezcal	Red Ant	269	Del Maguey Chichicapa Mezcal
Mezcal	Sforzando	269	Del Maguey Chichicapa Mezcal
Mezcal	Stolen Huffy	269	Del Maguey Chichicapa Mezcal
Mezcal	La Conferencia	272	Del Maguey Vida Mezcal
Mezcal	Oaxaca Old-Fashioned	273	Del Maguey San Luis Del Rio Mezcal
Mint	Grasshopper	143	Mint Leaves
Mint	Mojito	147	Mint Leaves
Mint	Queen’s Park Swizzle	150	Mint Leaves
Mint	South Side	151	Mint Leaves
Mint	Waterloo Sunset	161	Mint Leaves
Mint	Silver Monk	187	Mint Leaves
Mint	Double Fill-Up	199	Mint Leaves
Mint	Monongahela Mule	201	Mint Leaves
Mint	Just Another Julep	243	Mint Sprigs
Mint	Racketeer Julep	244	Mint Sprig
Mint	Zihuatanejo Julep	244	Mint Sprig
Mint	Hyde Park Swizzle	250	Mint Sprigs
Mint	Arrackuiri	260	Mint Leaves
Mix (Bergerac Mix)	Cynaro De Bergerac	229	Bergerac Mix
Mix (Bergerac Mix)	Take Two	263	Bergerac Mix
Mix (Donn’s Mix #1)	Espadin Queen	183	Donn’s Mix #1
Mix (Donn’s Mix #1)	Bookhouse Boys Punch	233	Donn’s Mix #1
Mix (Donn’s Mix #1)	Hoist The Colours Punch	236	Donn’s Mix #1
Mix (Donn’s Spices #2)	Rum Julep	150	Donn’s Spices #2
Mix (Donn’s Spices #2)	Zombie Punch	153	Donn’s Spices #2
Mix (Donn’s Spices #2)	City Of Gold Sling	155	Donn’s Spices #2
Mix (Donn’s Spices #2)	Queen Palm	159	Donn’s Spices #2
Mix (Donn’s Spices #2)	Tom Bomb	161	Donn’s Spices #2
Mix (Donn’s Spices #2)	Patois Punch	173	Donn’s Spices #2
Mix (Donn’s Spices #2)	Pelée’s Blood	173	Donn’s Spices #2
Mix (Donn’s Spices #2)	Last Train To Oaxaca	192	Donn’s Spices #2
Mix (Donn’s Spices #2)	Bloodhound Punch	233	Donn’s Spices #2
Mix (Donn’s Spices #2)	Evil Dead Punch	234	Donn’s Spices #2
Mix (Pendennis Mix)	Pendennis Club Cocktail	148	Pendennis Mix
Mix (Zombie Mix)	Zombie Punch	153	Zombie Mix
Orange Liqueur	Charleston Cocktail	141	Gabriel Boudier Curaçao
Orange Liqueur	Corpse Reviver #2	141	Cointreau
Orange Liqueur	Lucien Gaudin	144	Cointreau
Orange Liqueur	Mai Tai	144	Rhum Clément Créole Shrubb
Orange Liqueur	Margarita	145	Cointreau
Orange Liqueur	Sidecar	151	Cointreau
Orange Liqueur	Singapore Sling	151	Cointreau
Orange Liqueur	Pretty Bird	159	Rhum Clément Créole Shrubb
Orange Liqueur	Hostage Situation	163	Rhum Clément Créole Shrubb
Orange Liqueur	The Joy Division	165	Cointreau
Orange Liqueur	Wooden Ship	169	Grand Marnier
Orange Liqueur	Julius Orange	172	Pierre Ferrand Dry Curaçao
Orange Liqueur	Head Spin	184	Santa Teresa Orange Liqueur
Orange Liqueur	Spanish Caravan	195	Grand Marnier
Orange Liqueur	Spanish Caravan	195	Cointreau
Orange Liqueur	Deadpan Fix	199	Grand Marnier
Orange Liqueur	Dr. Feelgood	199	Grand Marnier
Orange Liqueur	Bella Cohen	204	Cointreau
Orange Liqueur	Ginger Snap	210	Rhum Clément Créole Shrubb
Orange Liqueur	Golden Gate	211	Grand Marnier
Orange Liqueur	Maggie Smith	213	Santa Teresa Orange Liqueur
Orange Liqueur	Solera Sidecar	215	Grand Marnier
Orange Liqueur	Lilywhacker	218	Cointreau
Orange Liqueur	Fancy Holland Royale	223	Grand Marnier
Orange Liqueur	Irish Seelbach	223	Cointreau
Orange Liqueur	Mig Royale	224	Cointreau
Orange Liqueur	Seda De Naranja	227	Grand Marnier
Orange Liqueur	Rugby Punch	241	Grand Marnier
Orange Liqueur	Chinese Fizz	245	Cointreau
Orange Liqueur	Sangria Swizzle	251	Cointreau
Orange Liqueur	Snake Hips Swizzle	251	Grand Marnier
Orange Liqueur	Great Northern	254	Cointreau
Orange Liqueur	Fail-Safe	258	Pierre Ferrand Dry Curaçao
Orange Liqueur	Range Life	259	Grand Marnier
Orange Liqueur	Orkney Chapel	268	Grand Marnier
Orange Liqueur	Stolen Huffy	269	Pierre Ferrand Dry Curaçao
Orange Liqueur	Headstone	272	Rhum Clément Créole Shrubb
Other (Acid Phosphate)	Amityville	175	Acid Phosphate
Other (Acid Phosphate)	Dai, Dai My Darling	261	Acid Phosphate
Other (Becherovka)	Angie’s Secret	175	Becherovka
Other (Cilantro)	El Compañero	183	Cilantro Sprig
Other (Horchata)	Smoked Horchata	187	House Horchata
Other (Hot Sauce)	El Compañero	183	Tabasco Chipotle Sauce
Other (Kirsch)	Dai, Dai My Darling	261	Kirsch
Other (Lemon Curd)	Pearls Before Swine	246	Lemon Curd
Other (Marmalade (Orange))	Flor De Jalisco	183	Orange Marmalade
Other (Orange Flower Water)	Ramos Gin Fizz	150	Orange Flower Water
Other (Rose Water)	Pearls Before Swine	246	Rose Water
Other (Verjus)	Botany Of Desire	162	Fusion Verjus Blanc
Other (Verjus)	Rebel Rebel	193	Fusion Verjus Blanc
Other (Vinegar)	Heart-Shaped Box	211	Aged Balsamic Vinegar
Other (Yogurt)	Peachy Pachacuti	214	Greek Yogurt
Other (Yogurt)	Pearls Before Swine	246	Greek Yogurt
Pamplemousse	Blazing Saddles	197	Combier Pamplemousse Rose Liqueur
Pamplemousse	Soul Clench	219	Combier Pamplemousse Rose Liqueur
Pamplemousse	Dai, Dai My Darling	261	Combier Pamplemousse Rose Liqueur
Peach Liqueur	Cobra’s Fang	141	Massenez Crème De Pêche Peach Liqueur
Peach Liqueur	The Monroe	166	Massenez Crème De Pêche Peach Liqueur
Peach Liqueur	Moon Cocktail	167	Massenez Crème De Pêche Peach Liqueur
Peach Liqueur	Faithful Scotsman	206	Massenez Crème De Pêche Peach Liqueur
Peach Liqueur	Trembling Bell	209	Massenez Crème De Pêche Peach Liqueur
Peach Liqueur	Stick The Landing	215	Massenez Crème De Pêche Peach Liqueur
Peach Liqueur	Aperitivo Julep	242	Massenez Crème De Pêche Peach Liqueur
Peach Liqueur	Double-Barrel Julep	242	Massenez Crème De Pêche Peach Liqueur
Peach Liqueur	Not-Quite-Georgia Julep	244	Massenez Crème De Pêche Peach Liqueur
Pear Liqueur	St. Matilda	188	Mathilde Poire Pear Liqueur
Pear Liqueur	Nitty-Gritty	192	Rothman & Winter Pear Liqueur
Pear Liqueur	Little Miss Annabelle	213	Mathilde Poire Pear Liqueur
Pear Liqueur	The Vanderbilt	259	Mathilde Poire Pear Liqueur
Pine Liqueur	Camp Council	181	Zirbenz Stone Pine Liqueur
Pomegranate Molasses	Ward 8	153	Pomegranate Molasses
Pomegranate Molasses	Short Rib	187	Pomegranate Molasses
Pomegranate Molasses	Double Fill-Up	199	Pomegranate Molasses
Pomegranate Molasses	Arrackuiri	260	Pomegranate Molasses
Pomegranate Molasses	La Bomba Daiquiri	262	Pomegranate Molasses
Port	Rock, Paper, Scissors	180	Otima 10-Year Tawny Port
Port	Dhalgren	182	Otima 10-Year Tawny Port
Port	Little Engine	201	Otima 10-Year Tawny Port
Port	Cure For Pain	205	Otima 10-Year Tawny Port
Port	Port Authority	214	Otima 10-Year Tawny Port
Port	Live Free Or Die	224	Ruby Port
Port	Jelly Roll Morton	246	Sandeman Ruby Port
Port	Saturday Morning Flip	247	Ruby Port
Port	Robert Johnson Swizzle	251	Otima 10-Year Tawny Port
Port	Baltasar And Blimunda	258	Otima 10-Year Tawny Port
Puree (Kalamansi)	Rigadoon	160	Boiron Kalamansi Puree
Puree (Pumpkin)	Patois Punch	173	Pumpkin Puree
Puree (Pumpkin)	Southern Exposure	188	Red Bell Pepper Puree
Puree (Pumpkin)	Sleepy Hollow Fizz	247	Pumpkin Puree
Rim (Cinnamon Sugar)	The Great Pretender	172	Cinnamon-Sugar Rim
Rim (Spicy Sugar And Salt)	In-Sandiary	184	Spicy Sugar And Salt Rim
Rim (Toasted Fennel Salt)	Gypsy Wedding	157	Toasted Fennel Salt Rim
Rose Liqueur	Derby Girl	229	Koval Rose Hip Liqueur
Rum (Agricole Ambre)	Port Au Prince	149	Barbancourt 3-Star Rum
Rum (Agricole Ambre)	Koko B. Ware	173	La Favorite Rhum Agricole Ambre
Rum (Agricole Ambre)	Sling Of Aphrodite	174	La Favorite Rhum Agricole Ambre
Rum (Agricole Ambre)	Coffey Park Swizzle	249	Barbancourt 3-Star Rum
Rum (Agricole Ambre)	Creole Saz	255	Barbancourt 3-Star Rum
Rum (Agricole Ambre)	Granny’s Daiquiri	261	Granny Smith Apple–Infused Rhum Barbancourt
Rum (Agricole Ambre)	St. James Infirmary	269	St. James Royal Ambre Rhum Agricole
Rum (Agricole Blanc)	Mai Tai	144	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	Ti Punch	152	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	Boo-Ya Cachaça	170	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	Caribbean Shrub	170	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	The Green Mile	172	Barbancourt White Rum
Rum (Agricole Blanc)	Pelée’s Blood	173	Rhum Jm 100-Proof Agricole Blanc
Rum (Agricole Blanc)	Angie’s Secret	175	Barbancourt White Rum
Rum (Agricole Blanc)	Cobra Verde	176	Neisson Rhum Agricole Blanc
Rum (Agricole Blanc)	Green Flash	223	Rhum Jm 100-Proof Agricole Blanc
Rum (Agricole Blanc)	East River Underground	234	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	6th Street Swizzle	248	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	Angus Story Daiquiri	260	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	Boukman Daiquiri	261	Barbancourt White Rum
Rum (Agricole Blanc)	D.W.B.	261	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	Jovencourt Daiquiri	262	Barbancourt White Rum
Rum (Agricole Blanc)	La Bomba Daiquiri	262	Barbancourt White Rum
Rum (Agricole Blanc)	Eryn’s Daiquiri	264	La Favorite Rhum Agricole Blanc
Rum (Agricole Blanc)	Phil’s Daiquiri	265	Barbancourt White Rum
Rum (Agricole Blanc)	La Conferencia	272	La Favorite Rhum Agricole Blanc
Rum (Demerara Overproof)	Cobra’s Fang	141	El Dorado 151 Rum
Rum (Demerara Overproof)	Piña Colada	148	El Dorado 151 Rum
Rum (Demerara Overproof)	Port Au Prince	149	Lemon Hart 151 Rum
Rum (Demerara Overproof)	Rum Julep	150	Lemon Hart 151 Rum
Rum (Demerara Overproof)	Zombie Punch	153	Lemon Hart 151 Rum
Rum (Demerara Overproof)	Cortado	176	Lemon Hart 151 Rum
Rum (Demerara Overproof)	Hoist The Colours Punch	236	El Dorado 151 Rum
Rum (Demerara Overproof)	Pic-A-De-Crop Punch	239	El Dorado 151 Rum
Rum (Demerara Overproof)	Sleepy Hollow Fizz	247	El Dorado High-Strength 151 Rum
Rum (Demerara Overproof)	Death From Above	270	Lemon Hart 151 Rum
Rum (Demerara)	Mai Tai	144	El Dorado 15-Year Rum
Rum (Demerara)	Piña Colada	148	El Dorado 3-Year Rum
Rum (Demerara)	Port Au Prince	149	El Dorado 3-Year Rum
Rum (Demerara)	City Of Gold Sling	155	El Dorado 12-Year Rum
Rum (Demerara)	Howl On The Hill	178	El Dorado 15-Year Rum
Rum (Demerara)	Drunken Skull	222	El Dorado 12-Year Rum
Rum (Demerara)	South Sider	227	El Dorado 12-Year Rum
Rum (Demerara)	Dai, Dai My Darling	261	El Dorado 3-Year Rum
Rum (Demerara)	Jillian’s Daiquiri	264	El Dorado 3-Year Rum
Rum (Demerara)	Tiki-Tiki Tom-Tom	273	El Dorado 15-Year Rum
Rum (English White)	The Gift Shop	172	Banks 5-Island White Rum
Rum (English White)	Amityville	175	Banks 5-Island White Rum
Rum (English White)	Maggie Smith	213	Banks 5-Island White Rum
Rum (English White)	Dai, Dai My Darling	261	Banks 5-Island White Rum
Rum (English White)	Jillian’s Daiquiri	264	Banks 5-Island White Rum
Rum (English)	Dark And Stormy	142	Goslings Black Seal Rum
Rum (English)	Rum Julep	150	Lemon Hart Original Rum
Rum (English)	Company Buck	170	Gosling’s Black Seal Rum
Rum (English)	Kerala	172	Scarlet Ibis Rum
Rum (English)	Sea B3	173	Gosling’s Black Seal Rum
Rum (English)	Midnight Mass	178	Scarlet Ibis Rum
Rum (English)	Old Ironsides	179	Scarlet Ibis Rum
Rum (English)	Velvet Warhol	180	Banana Chip–Infused Gosling’s Black Seal Rum
Rum (English)	Black Magic	216	Angostura 5-Year Rum
Rum (English)	Dark ‘N’ Bubbly	221	Gosling’s Black Seal Rum
Rum (English)	Hoist The Colours Punch	236	Gosling’s Black Seal Rum
Rum (English)	Pic-A-De-Crop Punch	239	Plantation Barbados 5-Year Rum
Rum (English)	Just Another Julep	243	Gosling’s Black Seal Rum
Rum (English)	Saturday Morning Flip	247	Gosling’s Black Seal Rum
Rum (English)	Autumn Daiquiri	260	Mount Gay Eclipse Rum
Rum (English)	Benjamin Barker Daiquiri	261	Gosling’s Black Seal Rum
Rum (English)	Javanese Daiquiri	262	Scarlet Ibis Rum
Rum (English)	Linbaba Daiquiri	262	Scarlet Ibis Rum
Rum (English)	Meridian Daiquiri	263	Scarlet Ibis Rum
Rum (English)	Mosquito Coast	263	Scarlet Ibis Rum
Rum (English)	Joaquín’s Daiquiri	265	Scarlet Ibis Rum
Rum (English)	Drunken Dodo	267	Scarlet Ibis Rum
Rum (English)	St. James Infirmary	269	Plantation Barbados 5-Year Rum
Rum (English)	Death From Above	270	Scarlet Ibis Rum
Rum (English)	Tea Time At Guillermo’s	273	Scarlet Ibis Rum
Rum (English)	Tiki-Tiki Tom-Tom	273	Scarlet Ibis Rum
Rum (Jamaican White)	P-Five Punch	238	Appleton White Rum
Rum (Jamaican)	Cobra’s Fang	141	Appleton Estate Reserve Rum
Rum (Jamaican)	Mai Tai	144	Appleton Estate V/X Rum
Rum (Jamaican)	Piña Colada	148	Smith & Cross Rum
Rum (Jamaican)	Rum Julep	150	Appleton Estate V/X Rum
Rum (Jamaican)	Zombie Punch	153	Appleton Estate V/X Rum
Rum (Jamaican)	Caribbean Shrub	170	Appleton Estate V/X Rum
Rum (Jamaican)	Flor De Jerez	171	Appleton Estate Reserve Rum
Rum (Jamaican)	The Great Pretender	172	Smith & Cross Rum
Rum (Jamaican)	Koko B. Ware	173	Appleton Estate V/X Rum
Rum (Jamaican)	Angie’s Secret	175	Appleton Estate V/X Rum
Rum (Jamaican)	East India Trading Co.	176	Appleton Estate Reserve Rum
Rum (Jamaican)	Hadley’s Tears	178	Appleton Estate V/X Rum
Rum (Jamaican)	Cinnamon Girl	182	Smith & Cross Rum
Rum (Jamaican)	Four In Hand	206	Smith & Cross Rum
Rum (Jamaican)	Ginger Snap	210	Smith & Cross Rum
Rum (Jamaican)	Legend	217	Appleton Estate V/X Rum
Rum (Jamaican)	Martica	218	Appleton Estate V/X Rum
Rum (Jamaican)	Cider House Rules	221	Appleton Estate V/X Rum
Rum (Jamaican)	Drunken Skull	222	Appleton Estate V/X Rum
Rum (Jamaican)	Arrack Punch	232	Appleton Estate V/X Rum
Rum (Jamaican)	Hoist The Colours Punch	236	Appleton Estate V/X Rum
Rum (Jamaican)	Kill-Devil Punch	236	Appleton Estate V/X Rum
Rum (Jamaican)	Double-Barrel Julep	242	Smith & Cross Rum
Rum (Jamaican)	Racketeer Julep	244	Smith & Cross Rum
Rum (Jamaican)	Chinese Fizz	245	Appleton Estate V/X Rum
Rum (Jamaican)	Saturday Morning Flip	247	Appleton Estate V/X Rum
Rum (Jamaican)	Dolly Dagger	249	Smith & Cross Rum
Rum (Jamaican)	Kingston Negroni	259	Smith & Cross Rum
Rum (Jamaican)	Angus Story Daiquiri	260	Appleton Estate V/X Rum
Rum (Jamaican)	Linbaba Daiquiri	262	Appleton Estate V/X Rum
Rum (Jamaican)	Joaquín’s Daiquiri	265	Appleton Estate V/X Rum
Rum (Spanish White)	Daiquiri	141	Flor De Caña Extra-Dry White Rum
Rum (Spanish White)	Honeysuckle	144	Flor De Caña Extra-Dry White Rum
Rum (Spanish White)	Get Lucky	171	Flor De Caña Extra-Dry White Rum
Rum (Spanish White)	Seersucker	174	Flor De Caña Extra-Dry White Rum
Rum (Spanish White)	Eryn’s Daiquiri	264	Flor De Caña Extra-Dry White Rum
Rum (Spanish White)	Jillian’s Daiquiri	264	Flor De Caña Extra-Dry White Rum
Rum (Spanish White)	Ravi’s Daiquiri	264	Flor De Caña Extra-Dry White Rum
Rum (Spanish White)	Alex’s Daiquiri	265	Flor De Caña Extra-Dry White Rum
Rum (Spanish White)	Brian’s Daiquiri	265	Flor De Caña Extra-Dry White Rum
Rum (Spanish)	Airmail	139	Ron Del Barrilito 3-Star Rum
Rum (Spanish)	Mojito	147	Caña Brava Rum
Rum (Spanish)	Queen’s Park Swizzle	150	Caña Brava Rum
Rum (Spanish)	Zombie Punch	153	Ron Del Barrilito 3-Star Rum
Rum (Spanish)	Night Watch	167	Cruzan Black Strap Rum
Rum (Spanish)	Julius Orange	172	Cruzan Single-Barrel Rum
Rum (Spanish)	Patois Punch	173	Ron Del Barrilito 3-Star Rum
Rum (Spanish)	Amityville	175	Bacardi Ron Superior Limited Edition
Rum (Spanish)	Arrack Strap	175	Cruzan Black Strap Rum
Rum (Spanish)	Bumboo	176	Santa Teresa 1796 Rum
Rum (Spanish)	Cortado	176	Pampero Aniversario Rum
Rum (Spanish)	Eagle-Eye Cherry	176	Flor De Caña 7-Year Rum
Rum (Spanish)	Hispaniola	178	Summer Royale Tea–Infused Flor De Caña White Rum
Rum (Spanish)	Howl On The Hill	178	Santa Teresa 1796 Rum
Rum (Spanish)	Old Ironsides	179	Cruzan Black Strap Rum
Rum (Spanish)	Piña Colada Deconstruction	179	Pineapple-Infused Flor De Caña Extra-Dry White Rum
Rum (Spanish)	Puerto Rican Racer	179	Ron Del Barrilito 3-Star Rum
Rum (Spanish)	Rock, Paper, Scissors	180	Zacapa 23-Year Rum
Rum (Spanish)	Tommy And The Ron-Dels	188	Ron Del Barrilito 3-Star Rum
Rum (Spanish)	Morning Buzz	213	Zacapa 23-Year Rum
Rum (Spanish)	Cider House Rules	221	Flor De Caña Extra-Dry White Rum
Rum (Spanish)	Fair Fault	230	Cruzan Single-Barrel Rum
Rum (Spanish)	Fair Fault	230	Cruzan Black Strap Rum
Rum (Spanish)	Evil Dead Punch	234	Santa Teresa 1796 Rum
Rum (Spanish)	Double-Barrel Julep	242	Diplomático Reserva Exclusiva Rum
Rum (Spanish)	Jack Sparrow Flip	245	Flor De Caña 7-Year Rum
Rum (Spanish)	Le Gigot Flip	246	Santa Teresa 1796 Rum
Rum (Spanish)	Sleepy Hollow Fizz	247	Flor De Caña 7-Year Rum
Rum (Spanish)	Latin Quarter	257	Zacapa 23-Year Rum
Rum (Spanish)	Saz Who?	257	Cruzan Single-Barrel Rum
Rum (Spanish)	Angus Story Daiquiri	260	Ron Del Barrilito 3-Star Rum
Rum (Spanish)	Dai, Dai My Darling	261	Flor De Caña Extra-Dry White Rum
Rum (Spanish)	Sunset At Gowanus	263	Santa Teresa 1796 Rum
Rum (Spanish)	Take Two	263	Ron Del Barrilito 3-Star Rum
Rum (Spanish)	Dave’s Daiquiri	265	Matusalem Gran Reserva 15-Year Rum
Rum (Spanish)	Thomas’s Daiquiri	265	Caña Brava Rum
Rum (Spanish)	The Black Prince	267	Zacapa 23-Year Rum
Rum (Spanish)	Death From Above	270	Cruzan Black Strap Rum
Rum (Spanish)	La Conferencia	272	Santa Teresa Rum
Salt	Margarita	145	Kosher Salt
Salt	Paloma	148	Kosher Salt
Salt	Cinder	182	Smoked Salt
Salt	El Compañero	183	Kosher Salt
Salt	La Valentina	184	Kosher Salt
Salt	Silver Monk	187	Kosher Salt
Salt	Southern Exposure	188	Kosher Salt
Salt	Spicy Paloma	188	Kosher Salt
Salt	Hot Lips	192	Kosher Salt
Salt	Rebel Rebel	193	Kosher Salt
Salt	Café Sandinista	229	Kosher Salt
Salt	Stringer Bell	231	Kosher Salt
Salt	East River Underground	234	Kosher Salt
Sherry	Jesper Lind	165	Lustau East India Solera Sherry
Sherry	Night Watch	167	Lustau East India Solera Sherry
Sherry	Boo-Ya Cachaça	170	Lustau Los Arcos Amontillado Sherry
Sherry	Eagle-Eye Cherry	176	Lustau East India Solera Sherry
Sherry	East India Trading Co.	176	Lustau East India Solera Sherry
Sherry	Aka Cobbler	181	Lustau East India Solera Sherry
Sherry	Doc’s Dram	199	Lustau East India Solera Sherry
Sherry	Vampire Blues	203	East India Solera Sherry
Sherry	La Viáa	206	Lustau East India Solera Sherry
Sherry	Solera Sidecar	215	East India Solera Sherry
Sherry	Night Owl	218	Lustau East India Solera Sherry
Sherry	Café Sandinista	229	Lustau East India Solera Sherry
Sherry	Have At It	230	Williams & Humbert Dry Sack Medium Sherry
Sherry	Nuts And Sherry Punch	238	Lustau East India Solera Sherry
Sherry	Raisin Burn	246	Lustau East India Solera Sherry
Sherry	Dolly Dagger	249	Williams & Humbert Dry Sack Medium Sherry
Sherry	Death From Above	270	Lustau East India Solera Sherry
Sherry (Amontillado)	Bamboo	140	Barbadillo Principe Amontillado Sherry
Sherry (Amontillado)	Flamenco	142	Lustau Amontillado Sherry
Sherry (Amontillado)	Cádiz Collins	154	Lustau Amontillado Sherry
Sherry (Amontillado)	Moon Cocktail	167	Lustau Amontillado Sherry
Sherry (Amontillado)	Flor De Jerez	171	Lustau Amontillado Sherry
Sherry (Amontillado)	Broken Oath	190	Lustau Amontillado Sherry
Sherry (Amontillado)	Fix Me Up	200	Lustau Amontillado Sherry
Sherry (Amontillado)	Sweep The Leg	202	Lustau Amontillado Sheery
Sherry (Amontillado)	Morning Buzz	213	Lustau Amontillado Sherry
Sherry (Amontillado)	Legend	217	Lustau Amontillado Sherry
Sherry (Amontillado)	Melancholy Summer	231	Lustau Manzanilla Sherry
Sherry (Amontillado)	Shoots And Ladders	231	Lustau Amontillado Sherry
Sherry (Amontillado)	Stringer Bell	231	Lustau Amontillado Sherry
Sherry (Amontillado)	Coffey Park Swizzle	249	Lustau Amontillado Sherry
Sherry (Amontillado)	Dolores Park Swizzle	249	Lustau Amontillado Sherry
